invernadero,RMSE (kg),R²,NSE,PBIAS (%),MAPE (%)
3,3638.5034011252483,0.2016116976737976,0.2016117,2.115106,10.112758725881577
4,3197.7082418507166,0.42344021797180176,0.42344022,0.072360694,7.844042032957077
