invernadero,model,RMSE (kg),R²,NSE,PBIAS (%),MAPE (%)
3,best,3512.9410755092376,0.6583999395370483,0.65839994,1.9102986,9.35426577925682
3,ensemble_top20,3715.534820184034,0.6178631782531738,0.6178632,5.000698,9.658241271972656
4,best,4307.0535171971105,0.7115557193756104,0.7115557,-0.19479956,9.467866271734238
4,ensemble_top20,4223.177950311827,0.7226806282997131,0.7226806,-0.2553303,8.753490447998047
