invernadero,method,RMSE (kg),R²,NSE,PBIAS (%),MAPE (%)
3,fine-tuned,9568.129732685702,-0.140017400141903,-0.140017400141903,10.512859232617982,19.308587752812738
4,fine-tuned,9098.987130655465,0.22360277439058018,0.22360277439058018,3.514416841416266,16.194033216939502
