invernadero,RMSE (kg),R²,NSE,PBIAS (%),MAPE (%)
3,4218.196771133372,0.19604599475860596,0.196046,-0.09369714,12.782242894172668
4,4863.571527180411,0.006576836109161377,0.006576836,-4.609787,12.058494240045547
