seed,seq_len,batch_size,use_lag_2,include_rolling_mean,model_size,num_cnn_blocks,lstm_layers,learning_rate,dropout,corr_weight
3104,1,8,False,True,128,1,3,0.009799486708199481,0.09761331012556076,1.0243413952869052
