invernadero,RMSE (kg),R²,NSE,PBIAS (%),MAPE (%)
3,4836.334975991634,0.5411165952682495,0.5411166,5.9040365,12.835191190242767
4,6540.090825057401,0.41230684518814087,0.41230685,2.4697256,12.42297813296318
