invernadero,RMSE (kg),R²,NSE,PBIAS (%),MAPE (%)
3,6041.689167774191,-0.1811060905456543,-0.18110609,-2.5737126,18.141934275627136
4,9203.700125493007,-0.62635338306427,-0.6263534,2.3062313,18.761299550533295
