invernadero,RMSE (kg),R²,NSE,PBIAS (%),MAPE (%)
3,6855.595974153711,-0.5693048995008381,-0.5693048995008381,14.480537130128766,17.580866269657093
4,7934.7723625757935,-0.26296347251035557,-0.26296347251035557,6.550783489420075,14.239743801247764
